Disease,Year,PROVINCE,Week_no,Count
Dengue,2015,Mukdahan,12,1
Dengue,2015,Mukdahan,13,1
Dengue,2015,Mukdahan,14,1
Dengue,2015,Mukdahan,15,0
Dengue,2015,Mukdahan,16,1
Dengue,2015,Mukdahan,17,0
Dengue,2015,Mukdahan,18,1
Dengue,2015,Mukdahan,19,3
Dengue,2015,Mukdahan,20,6
Dengue,2015,Mukdahan,21,9
Dengue,2015,Mukdahan,22,17
Dengue,2015,Mukdahan,23,16
Dengue,2015,Mukdahan,24,16
Dengue,2015,Mukdahan,25,15
Dengue,2015,Mukdahan,26,12
Dengue,2015,Mukdahan,27,17
Dengue,2015,Mukdahan,28,17
Dengue,2015,Mukdahan,29,5
Dengue,2015,Mukdahan,30,7
Dengue,2015,Mukdahan,31,8
Dengue,2015,Mukdahan,32,10
Dengue,2015,Mukdahan,33,21
Dengue,2015,Mukdahan,34,20
Dengue,2015,Mukdahan,35,15
Dengue,2015,Mukdahan,36,20
Dengue,2015,Mukdahan,37,12
Dengue,2015,Mukdahan,38,20
Dengue,2015,Mukdahan,39,15
Dengue,2015,Mukdahan,40,3
Dengue,2015,Mukdahan,41,8
Dengue,2015,Mukdahan,42,8
Dengue,2015,Mukdahan,43,5
Dengue,2015,Mukdahan,44,12
Dengue,2015,Mukdahan,45,12
Dengue,2015,Mukdahan,46,9
Dengue,2015,Mukdahan,47,8
Dengue,2015,Mukdahan,48,14
Dengue,2015,Mukdahan,49,7
Dengue,2015,Mukdahan,50,4
Dengue,2015,Mukdahan,51,3
Dengue,2015,Mukdahan,52,1
Dengue,2015,Chiang Mai,1,5
Dengue,2015,Chiang Mai,2,1
Dengue,2015,Chiang Mai,3,6
Dengue,2015,Chiang Mai,4,5
Dengue,2015,Chiang Mai,5,7
Dengue,2015,Chiang Mai,6,2
Dengue,2015,Chiang Mai,7,0
Dengue,2015,Chiang Mai,8,4
Dengue,2015,Chiang Mai,9,1
Dengue,2015,Chiang Mai,10,1
Dengue,2015,Chiang Mai,11,3
Dengue,2015,Chiang Mai,12,2
Dengue,2015,Chiang Mai,13,0
Dengue,2015,Chiang Mai,14,3
Dengue,2015,Chiang Mai,15,7
Dengue,2015,Chiang Mai,16,9
Dengue,2015,Chiang Mai,17,9
Dengue,2015,Chiang Mai,18,22
Dengue,2015,Chiang Mai,19,38
Dengue,2015,Chiang Mai,20,44
Dengue,2015,Chiang Mai,21,61
Dengue,2015,Chiang Mai,22,47
Dengue,2015,Chiang Mai,23,104
Dengue,2015,Chiang Mai,24,80
Dengue,2015,Chiang Mai,25,121
Dengue,2015,Chiang Mai,26,109
Dengue,2015,Chiang Mai,27,155
Dengue,2015,Chiang Mai,28,148
Dengue,2015,Chiang Mai,29,129
Dengue,2015,Chiang Mai,30,124
Dengue,2015,Chiang Mai,31,165
Dengue,2015,Chiang Mai,32,166
Dengue,2015,Chiang Mai,33,210
Dengue,2015,Chiang Mai,34,205
Dengue,2015,Chiang Mai,35,265
Dengue,2015,Chiang Mai,36,246
Dengue,2015,Chiang Mai,37,246
Dengue,2015,Chiang Mai,38,251
Dengue,2015,Chiang Mai,39,269
Dengue,2015,Chiang Mai,40,217
Dengue,2015,Chiang Mai,41,190
Dengue,2015,Chiang Mai,42,165
Dengue,2015,Chiang Mai,43,163
Dengue,2015,Chiang Mai,44,200
Dengue,2015,Chiang Mai,45,245
Dengue,2015,Chiang Mai,46,248
Dengue,2015,Chiang Mai,47,168
Dengue,2015,Chiang Mai,48,120
Dengue,2015,Chiang Mai,49,114
Dengue,2015,Chiang Mai,50,87
Dengue,2015,Chiang Mai,51,53
Dengue,2015,Chiang Mai,52,25
Dengue,2015,Lamphun,1,0
Dengue,2015,Lamphun,2,0
Dengue,2015,Lamphun,3,0
Dengue,2015,Lamphun,4,0
Dengue,2015,Lamphun,5,0
Dengue,2015,Lamphun,6,0
Dengue,2015,Lamphun,7,0
Dengue,2015,Lamphun,8,0
Dengue,2015,Lamphun,9,0
Dengue,2015,Lamphun,10,0
Dengue,2015,Lamphun,11,0
Dengue,2015,Lamphun,12,1
Dengue,2015,Lamphun,13,0
Dengue,2015,Lamphun,14,0
Dengue,2015,Lamphun,15,0
Dengue,2015,Lamphun,16,1
Dengue,2015,Lamphun,17,1
Dengue,2015,Lamphun,18,2
Dengue,2015,Lamphun,19,1
Dengue,2015,Lamphun,20,3
Dengue,2015,Lamphun,21,2
Dengue,2015,Lamphun,22,2
Dengue,2015,Lamphun,23,1
Dengue,2015,Lamphun,24,11
Dengue,2015,Lamphun,25,14
Dengue,2015,Lamphun,26,7
Dengue,2015,Lamphun,27,9
Dengue,2015,Lamphun,28,11
Dengue,2015,Lamphun,29,10
Dengue,2015,Lamphun,30,9
Dengue,2015,Lamphun,31,15
Dengue,2015,Lamphun,32,9
Dengue,2015,Lamphun,33,32
Dengue,2015,Lamphun,34,24
Dengue,2015,Lamphun,35,36
Dengue,2015,Lamphun,36,32
Dengue,2015,Lamphun,37,36
Dengue,2015,Lamphun,38,52
Dengue,2015,Lamphun,39,29
Dengue,2015,Lamphun,40,33
Dengue,2015,Lamphun,41,38
Dengue,2015,Lamphun,42,45
Dengue,2015,Lamphun,43,50
Dengue,2015,Lamphun,44,28
Dengue,2015,Lamphun,45,49
Dengue,2015,Lamphun,46,37
Dengue,2015,Lamphun,47,23
Dengue,2015,Lamphun,48,14
Dengue,2015,Lamphun,49,28
Dengue,2015,Lamphun,50,12
Dengue,2015,Lamphun,51,6
Dengue,2015,Lamphun,52,3
Dengue,2015,Lampang,1,0
Dengue,2015,Lampang,2,0
Dengue,2015,Lampang,3,1
Dengue,2015,Lampang,4,0
Dengue,2015,Lampang,5,0
Dengue,2015,Lampang,6,0
Dengue,2015,Lampang,7,1
Dengue,2015,Lampang,8,2
Dengue,2015,Lampang,9,0
Dengue,2015,Lampang,10,0
Dengue,2015,Lampang,11,0
Dengue,2015,Lampang,12,0
Dengue,2015,Lampang,13,0
Dengue,2015,Lampang,14,1
Dengue,2015,Lampang,15,4
Dengue,2015,Lampang,16,3
Dengue,2015,Lampang,17,2
Dengue,2015,Lampang,18,13
Dengue,2015,Lampang,19,12
Dengue,2015,Lampang,20,14
Dengue,2015,Lampang,21,16
Dengue,2015,Lampang,22,19
Dengue,2015,Lampang,23,42
Dengue,2015,Lampang,24,47
Dengue,2015,Lampang,25,59
Dengue,2015,Lampang,26,59
Dengue,2015,Lampang,27,67
Dengue,2015,Lampang,28,56
Dengue,2015,Lampang,29,47
Dengue,2015,Lampang,30,31
Dengue,2015,Lampang,31,50
Dengue,2015,Lampang,32,40
Dengue,2015,Lampang,33,59
Dengue,2015,Lampang,34,73
Dengue,2015,Lampang,35,113
Dengue,2015,Lampang,36,62
Dengue,2015,Lampang,37,71
Dengue,2015,Lampang,38,40
Dengue,2015,Lampang,39,56
Dengue,2015,Lampang,40,36
Dengue,2015,Lampang,41,25
Dengue,2015,Lampang,42,24
Dengue,2015,Lampang,43,25
Dengue,2015,Lampang,44,23
Dengue,2015,Lampang,45,46
Dengue,2015,Lampang,46,32
Dengue,2015,Lampang,47,35
Dengue,2015,Lampang,48,32
Dengue,2015,Lampang,49,22
Dengue,2015,Lampang,50,15
Dengue,2015,Lampang,51,21
Dengue,2015,Lampang,52,12
Dengue,2015,Uttaradit,1,1
Dengue,2015,Uttaradit,2,1
Dengue,2015,Uttaradit,3,1
Dengue,2015,Uttaradit,4,0
Dengue,2015,Uttaradit,5,0
Dengue,2015,Uttaradit,6,0
Dengue,2015,Uttaradit,7,0
Dengue,2015,Uttaradit,8,0
Dengue,2015,Uttaradit,9,0
Dengue,2015,Uttaradit,10,0
Dengue,2015,Uttaradit,11,0
Dengue,2015,Uttaradit,12,0
Dengue,2015,Uttaradit,13,0
Dengue,2015,Uttaradit,14,2
Dengue,2015,Uttaradit,15,0
Dengue,2015,Uttaradit,16,1
Dengue,2015,Uttaradit,17,0
Dengue,2015,Uttaradit,18,0
Dengue,2015,Uttaradit,19,0
Dengue,2015,Uttaradit,20,1
Dengue,2015,Uttaradit,21,5
Dengue,2015,Uttaradit,22,2
Dengue,2015,Uttaradit,23,4
Dengue,2015,Uttaradit,24,3
Dengue,2015,Uttaradit,25,6
Dengue,2015,Uttaradit,26,3
Dengue,2015,Uttaradit,27,7
Dengue,2015,Uttaradit,28,9
Dengue,2015,Uttaradit,29,16
Dengue,2015,Uttaradit,30,5
Dengue,2015,Uttaradit,31,7
Dengue,2015,Uttaradit,32,11
Dengue,2015,Uttaradit,33,27
Dengue,2015,Uttaradit,34,28
Dengue,2015,Uttaradit,35,23
Dengue,2015,Uttaradit,36,14
Dengue,2015,Uttaradit,37,23
Dengue,2015,Uttaradit,38,16
Dengue,2015,Uttaradit,39,12
Dengue,2015,Uttaradit,40,12
Dengue,2015,Uttaradit,41,3
Dengue,2015,Uttaradit,42,9
Dengue,2015,Uttaradit,43,5
Dengue,2015,Uttaradit,44,10
Dengue,2015,Uttaradit,45,6
Dengue,2015,Uttaradit,46,10
Dengue,2015,Uttaradit,47,6
Dengue,2015,Uttaradit,48,4
Dengue,2015,Uttaradit,49,2
Dengue,2015,Uttaradit,50,5
Dengue,2015,Uttaradit,51,2
Dengue,2015,Uttaradit,52,2
Dengue,2015,Phrae,1,0
Dengue,2015,Phrae,2,0
Dengue,2015,Phrae,3,0
Dengue,2015,Phrae,4,1
Dengue,2015,Phrae,5,1
Dengue,2015,Phrae,6,0
Dengue,2015,Phrae,7,1
Dengue,2015,Phrae,8,1
Dengue,2015,Phrae,9,1
Dengue,2015,Phrae,10,1
Dengue,2015,Phrae,11,2
Dengue,2015,Phrae,12,2
Dengue,2015,Phrae,13,3
Dengue,2015,Phrae,14,2
Dengue,2015,Phrae,15,1
Dengue,2015,Phrae,16,7
Dengue,2015,Phrae,17,8
Dengue,2015,Phrae,18,19
Dengue,2015,Phrae,19,12
Dengue,2015,Phrae,20,29
Dengue,2015,Phrae,21,29
Dengue,2015,Phrae,22,26
Dengue,2015,Phrae,23,46
Dengue,2015,Phrae,24,61
Dengue,2015,Phrae,25,52
Dengue,2015,Phrae,26,61
Dengue,2015,Phrae,27,73
Dengue,2015,Phrae,28,82
Dengue,2015,Phrae,29,83
Dengue,2015,Phrae,30,50
Dengue,2015,Phrae,31,72
Dengue,2015,Phrae,32,101
Dengue,2015,Phrae,33,83
Dengue,2015,Phrae,34,84
Dengue,2015,Phrae,35,71
Dengue,2015,Phrae,36,74
Dengue,2015,Phrae,37,36
Dengue,2015,Phrae,38,39
Dengue,2015,Phrae,39,21
Dengue,2015,Phrae,40,6
Dengue,2015,Phrae,41,7
Dengue,2015,Phrae,42,10
Dengue,2015,Phrae,43,12
Dengue,2015,Phrae,44,11
Dengue,2015,Phrae,45,14
Dengue,2015,Phrae,46,8
Dengue,2015,Phrae,47,10
Dengue,2015,Phrae,48,12
Dengue,2015,Phrae,49,7
Dengue,2015,Phrae,50,2
Dengue,2015,Phrae,51,1
Dengue,2015,Phrae,52,3
Dengue,2015,Nan,1,0
Dengue,2015,Nan,2,0
Dengue,2015,Nan,3,0
Dengue,2015,Nan,4,0
Dengue,2015,Nan,5,0
Dengue,2015,Nan,6,0
Dengue,2015,Nan,7,0
Dengue,2015,Nan,8,0
Dengue,2015,Nan,9,0
Dengue,2015,Nan,10,0
Dengue,2015,Nan,11,2
Dengue,2015,Nan,12,0
Dengue,2015,Nan,13,3
Dengue,2015,Nan,14,2
Dengue,2015,Nan,15,4
Dengue,2015,Nan,16,5
Dengue,2015,Nan,17,6
Dengue,2015,Nan,18,10
Dengue,2015,Nan,19,21
Dengue,2015,Nan,20,25
Dengue,2015,Nan,21,24
Dengue,2015,Nan,22,23
Dengue,2015,Nan,23,16
Dengue,2015,Nan,24,18
Dengue,2015,Nan,25,30
Dengue,2015,Nan,26,27
Dengue,2015,Nan,27,43
Dengue,2015,Nan,28,38
Dengue,2015,Nan,29,15
Dengue,2015,Nan,30,18
Dengue,2015,Nan,31,12
Dengue,2015,Nan,32,20
Dengue,2015,Nan,33,33
Dengue,2015,Nan,34,28
Dengue,2015,Nan,35,23
Dengue,2015,Nan,36,15
Dengue,2015,Nan,37,16
Dengue,2015,Nan,38,6
Dengue,2015,Nan,39,7
Dengue,2015,Nan,40,6
Dengue,2015,Nan,41,5
Dengue,2015,Nan,42,3
Dengue,2015,Nan,43,4
Dengue,2015,Nan,44,3
Dengue,2015,Nan,45,4
Dengue,2015,Nan,46,2
Dengue,2015,Nan,47,3
Dengue,2015,Nan,48,0
Dengue,2015,Nan,49,2
Dengue,2015,Nan,50,5
Dengue,2015,Nan,51,1
Dengue,2015,Nan,52,4
Dengue,2015,Phayao,1,0
Dengue,2015,Phayao,2,0
Dengue,2015,Phayao,3,0
Dengue,2015,Phayao,4,0
Dengue,2015,Phayao,5,0
Dengue,2015,Phayao,6,0
Dengue,2015,Phayao,7,0
Dengue,2015,Phayao,8,0
Dengue,2015,Phayao,9,0
Dengue,2015,Phayao,10,0
Dengue,2015,Phayao,11,0
Dengue,2015,Phayao,12,0
Dengue,2015,Phayao,13,2
Dengue,2015,Phayao,14,3
Dengue,2015,Phayao,15,0
Dengue,2015,Phayao,16,0
Dengue,2015,Phayao,17,0
Dengue,2015,Phayao,18,4
Dengue,2015,Phayao,19,5
Dengue,2015,Phayao,20,10
Dengue,2015,Phayao,21,17
Dengue,2015,Phayao,22,12
Dengue,2015,Phayao,23,16
Dengue,2015,Phayao,24,15
Dengue,2015,Phayao,25,11
Dengue,2015,Phayao,26,15
Dengue,2015,Phayao,27,21
Dengue,2015,Phayao,28,8
Dengue,2015,Phayao,29,13
Dengue,2015,Phayao,30,9
Dengue,2015,Phayao,31,15
Dengue,2015,Phayao,32,9
Dengue,2015,Phayao,33,5
Dengue,2015,Phayao,34,9
Dengue,2015,Phayao,35,9
Dengue,2015,Phayao,36,8
Dengue,2015,Phayao,37,8
Dengue,2015,Phayao,38,6
Dengue,2015,Phayao,39,2
Dengue,2015,Phayao,40,4
Dengue,2015,Phayao,41,7
Dengue,2015,Phayao,42,6
Dengue,2015,Phayao,43,8
Dengue,2015,Phayao,44,9
Dengue,2015,Phayao,45,11
Dengue,2015,Phayao,46,9
Dengue,2015,Phayao,47,7
Dengue,2015,Phayao,48,7
Dengue,2015,Phayao,49,9
Dengue,2015,Phayao,50,5
Dengue,2015,Phayao,51,1
Dengue,2015,Phayao,52,4
Dengue,2015,Chiang Rai,1,3
Dengue,2015,Chiang Rai,2,1
Dengue,2015,Chiang Rai,3,2
Dengue,2015,Chiang Rai,4,1
Dengue,2015,Chiang Rai,5,1
Dengue,2015,Chiang Rai,6,0
Dengue,2015,Chiang Rai,7,1
Dengue,2015,Chiang Rai,8,0
Dengue,2015,Chiang Rai,9,0
Dengue,2015,Chiang Rai,10,0
Dengue,2015,Chiang Rai,11,0
Dengue,2015,Chiang Rai,12,0
Dengue,2015,Chiang Rai,13,2
Dengue,2015,Chiang Rai,14,1
Dengue,2015,Chiang Rai,15,3
Dengue,2015,Chiang Rai,16,4
Dengue,2015,Chiang Rai,17,7
Dengue,2015,Chiang Rai,18,9
Dengue,2015,Chiang Rai,19,24
Dengue,2015,Chiang Rai,20,44
Dengue,2015,Chiang Rai,21,57
Dengue,2015,Chiang Rai,22,72
Dengue,2015,Chiang Rai,23,71
Dengue,2015,Chiang Rai,24,67
Dengue,2015,Chiang Rai,25,68
Dengue,2015,Chiang Rai,26,51
Dengue,2015,Chiang Rai,27,71
Dengue,2015,Chiang Rai,28,64
Dengue,2015,Chiang Rai,29,61
Dengue,2015,Chiang Rai,30,52
Dengue,2015,Chiang Rai,31,81
Dengue,2015,Chiang Rai,32,65
Dengue,2015,Chiang Rai,33,95
Dengue,2015,Chiang Rai,34,84
Dengue,2015,Chiang Rai,35,98
Dengue,2015,Chiang Rai,36,84
Dengue,2015,Chiang Rai,37,50
Dengue,2015,Chiang Rai,38,58
Dengue,2015,Chiang Rai,39,45
Dengue,2015,Chiang Rai,40,34
Dengue,2015,Chiang Rai,41,30
Dengue,2015,Chiang Rai,42,42
Dengue,2015,Chiang Rai,43,34
Dengue,2015,Chiang Rai,44,41
Dengue,2015,Chiang Rai,45,55
Dengue,2015,Chiang Rai,46,77
Dengue,2015,Chiang Rai,47,57
Dengue,2015,Chiang Rai,48,33
Dengue,2015,Chiang Rai,49,36
Dengue,2015,Chiang Rai,50,11
Dengue,2015,Chiang Rai,51,11
Dengue,2015,Chiang Rai,52,25
Dengue,2015,Mae Hong Son,1,1
Dengue,2015,Mae Hong Son,2,3
Dengue,2015,Mae Hong Son,3,4
Dengue,2015,Mae Hong Son,4,1
Dengue,2015,Mae Hong Son,5,5
Dengue,2015,Mae Hong Son,6,0
Dengue,2015,Mae Hong Son,7,1
Dengue,2015,Mae Hong Son,8,4
Dengue,2015,Mae Hong Son,9,1
Dengue,2015,Mae Hong Son,10,0
Dengue,2015,Mae Hong Son,11,0
Dengue,2015,Mae Hong Son,12,0
Dengue,2015,Mae Hong Son,13,0
Dengue,2015,Mae Hong Son,14,0
Dengue,2015,Mae Hong Son,15,0
Dengue,2015,Mae Hong Son,16,2
Dengue,2015,Mae Hong Son,17,0
Dengue,2015,Mae Hong Son,18,1
Dengue,2015,Mae Hong Son,19,0
Dengue,2015,Mae Hong Son,20,2
Dengue,2015,Mae Hong Son,21,10
Dengue,2015,Mae Hong Son,22,10
Dengue,2015,Mae Hong Son,23,12
Dengue,2015,Mae Hong Son,24,9
Dengue,2015,Mae Hong Son,25,31
Dengue,2015,Mae Hong Son,26,27
Dengue,2015,Mae Hong Son,27,26
Dengue,2015,Mae Hong Son,28,41
Dengue,2015,Mae Hong Son,29,54
Dengue,2015,Mae Hong Son,30,47
Dengue,2015,Mae Hong Son,31,60
Dengue,2015,Mae Hong Son,32,45
Dengue,2015,Mae Hong Son,33,40
Dengue,2015,Mae Hong Son,34,28
Dengue,2015,Mae Hong Son,35,25
Dengue,2015,Mae Hong Son,36,26
Dengue,2015,Mae Hong Son,37,30
Dengue,2015,Mae Hong Son,38,13
Dengue,2015,Mae Hong Son,39,20
Dengue,2015,Mae Hong Son,40,12
Dengue,2015,Mae Hong Son,41,13
Dengue,2015,Mae Hong Son,42,9
Dengue,2015,Mae Hong Son,43,11
Dengue,2015,Mae Hong Son,44,9
Dengue,2015,Mae Hong Son,45,9
Dengue,2015,Mae Hong Son,46,20
Dengue,2015,Mae Hong Son,47,13
Dengue,2015,Mae Hong Son,48,7
Dengue,2015,Mae Hong Son,49,4
Dengue,2015,Mae Hong Son,50,4
Dengue,2015,Mae Hong Son,51,6
Dengue,2015,Mae Hong Son,52,5
Dengue,2015,Nakhon Sawan,1,5
Dengue,2015,Nakhon Sawan,2,4
Dengue,2015,Nakhon Sawan,3,3
Dengue,2015,Nakhon Sawan,4,11
Dengue,2015,Nakhon Sawan,5,5
Dengue,2015,Nakhon Sawan,6,6
Dengue,2015,Nakhon Sawan,7,4
Dengue,2015,Nakhon Sawan,8,8
Dengue,2015,Nakhon Sawan,9,9
Dengue,2015,Nakhon Sawan,10,6
Dengue,2015,Nakhon Sawan,11,10
Dengue,2015,Nakhon Sawan,12,10
Dengue,2015,Nakhon Sawan,13,10
Dengue,2015,Nakhon Sawan,14,12
Dengue,2015,Nakhon Sawan,15,17
Dengue,2015,Nakhon Sawan,16,26
Dengue,2015,Nakhon Sawan,17,21
Dengue,2015,Nakhon Sawan,18,31
Dengue,2015,Nakhon Sawan,19,43
Dengue,2015,Nakhon Sawan,20,81
Dengue,2015,Nakhon Sawan,21,59
Dengue,2015,Nakhon Sawan,22,87
Dengue,2015,Nakhon Sawan,23,95
Dengue,2015,Nakhon Sawan,24,84
Dengue,2015,Nakhon Sawan,25,84
Dengue,2015,Nakhon Sawan,26,86
Dengue,2015,Nakhon Sawan,27,136
Dengue,2015,Nakhon Sawan,28,95
Dengue,2015,Nakhon Sawan,29,91
Dengue,2015,Nakhon Sawan,30,99
Dengue,2015,Nakhon Sawan,31,114
Dengue,2015,Nakhon Sawan,32,121
Dengue,2015,Nakhon Sawan,33,118
Dengue,2015,Nakhon Sawan,34,145
Dengue,2015,Nakhon Sawan,35,155
Dengue,2015,Nakhon Sawan,36,141
Dengue,2015,Nakhon Sawan,37,127
Dengue,2015,Nakhon Sawan,38,145
Dengue,2015,Nakhon Sawan,39,155
Dengue,2015,Nakhon Sawan,40,120
Dengue,2015,Nakhon Sawan,41,92
Dengue,2015,Nakhon Sawan,42,95
Dengue,2015,Nakhon Sawan,43,141
Dengue,2015,Nakhon Sawan,44,144
Dengue,2015,Nakhon Sawan,45,140
Dengue,2015,Nakhon Sawan,46,136
Dengue,2015,Nakhon Sawan,47,119
Dengue,2015,Nakhon Sawan,48,68
Dengue,2015,Nakhon Sawan,49,41
Dengue,2015,Nakhon Sawan,50,40
Dengue,2015,Nakhon Sawan,51,25
Dengue,2015,Nakhon Sawan,52,11
Dengue,2015,Uthai Thani,1,3
Dengue,2015,Uthai Thani,2,1
Dengue,2015,Uthai Thani,3,0
Dengue,2015,Uthai Thani,4,1
Dengue,2015,Uthai Thani,5,3
Dengue,2015,Uthai Thani,6,1
Dengue,2015,Uthai Thani,7,2
Dengue,2015,Uthai Thani,8,1
Dengue,2015,Uthai Thani,9,1
Dengue,2015,Uthai Thani,10,2
Dengue,2015,Uthai Thani,11,2
Dengue,2015,Uthai Thani,12,1
Dengue,2015,Uthai Thani,13,2
Dengue,2015,Uthai Thani,14,5
Dengue,2015,Uthai Thani,15,4
Dengue,2015,Uthai Thani,16,15
Dengue,2015,Uthai Thani,17,15
Dengue,2015,Uthai Thani,18,12
Dengue,2015,Uthai Thani,19,19
Dengue,2015,Uthai Thani,20,29
Dengue,2015,Uthai Thani,21,30
Dengue,2015,Uthai Thani,22,30
Dengue,2015,Uthai Thani,23,20
Dengue,2015,Uthai Thani,24,37
Dengue,2015,Uthai Thani,25,39
Dengue,2015,Uthai Thani,26,55
Dengue,2015,Uthai Thani,27,64
Dengue,2015,Uthai Thani,28,48
Dengue,2015,Uthai Thani,29,54
Dengue,2015,Uthai Thani,30,41
Dengue,2015,Uthai Thani,31,49
Dengue,2015,Uthai Thani,32,64
Dengue,2015,Uthai Thani,33,76
Dengue,2015,Uthai Thani,34,82
Dengue,2015,Uthai Thani,35,95
Dengue,2015,Uthai Thani,36,80
Dengue,2015,Uthai Thani,37,63
Dengue,2015,Uthai Thani,38,55
Dengue,2015,Uthai Thani,39,60
Dengue,2015,Uthai Thani,40,57
Dengue,2015,Uthai Thani,41,37
Dengue,2015,Uthai Thani,42,36
Dengue,2015,Uthai Thani,43,48
Dengue,2015,Uthai Thani,44,47
Dengue,2015,Uthai Thani,45,54
Dengue,2015,Uthai Thani,46,40
Dengue,2015,Uthai Thani,47,30
Dengue,2015,Uthai Thani,48,13
Dengue,2015,Uthai Thani,49,16
Dengue,2015,Uthai Thani,50,17
Dengue,2015,Uthai Thani,51,6
Dengue,2015,Uthai Thani,52,4
Dengue,2015,Kamphaeng Phet,1,3
Dengue,2015,Kamphaeng Phet,2,1
Dengue,2015,Kamphaeng Phet,3,2
Dengue,2015,Kamphaeng Phet,4,0
Dengue,2015,Kamphaeng Phet,5,2
Dengue,2015,Kamphaeng Phet,6,5
Dengue,2015,Kamphaeng Phet,7,5
Dengue,2015,Kamphaeng Phet,8,2
Dengue,2015,Kamphaeng Phet,9,2
Dengue,2015,Kamphaeng Phet,10,7
Dengue,2015,Kamphaeng Phet,11,4
Dengue,2015,Kamphaeng Phet,12,6
Dengue,2015,Kamphaeng Phet,13,4
Dengue,2015,Kamphaeng Phet,14,4
Dengue,2015,Kamphaeng Phet,15,6
Dengue,2015,Kamphaeng Phet,16,5
Dengue,2015,Kamphaeng Phet,17,5
Dengue,2015,Kamphaeng Phet,18,7
Dengue,2015,Kamphaeng Phet,19,11
Dengue,2015,Kamphaeng Phet,20,10
Dengue,2015,Kamphaeng Phet,21,9
Dengue,2015,Kamphaeng Phet,22,15
Dengue,2015,Kamphaeng Phet,23,9
Dengue,2015,Kamphaeng Phet,24,15
Dengue,2015,Kamphaeng Phet,25,20
Dengue,2015,Kamphaeng Phet,26,21
Dengue,2015,Kamphaeng Phet,27,33
Dengue,2015,Kamphaeng Phet,28,28
Dengue,2015,Kamphaeng Phet,29,20
Dengue,2015,Kamphaeng Phet,30,13
Dengue,2015,Kamphaeng Phet,31,17
Dengue,2015,Kamphaeng Phet,32,13
Dengue,2015,Kamphaeng Phet,33,21
Dengue,2015,Kamphaeng Phet,34,20
Dengue,2015,Kamphaeng Phet,35,32
Dengue,2015,Kamphaeng Phet,36,27
Dengue,2015,Kamphaeng Phet,37,9
Dengue,2015,Kamphaeng Phet,38,31
Dengue,2015,Kamphaeng Phet,39,37
Dengue,2015,Kamphaeng Phet,40,56
Dengue,2015,Kamphaeng Phet,41,25
Dengue,2015,Kamphaeng Phet,42,18
Dengue,2015,Kamphaeng Phet,43,27
Dengue,2015,Kamphaeng Phet,44,20
Dengue,2015,Kamphaeng Phet,45,10
Dengue,2015,Kamphaeng Phet,46,14
Dengue,2015,Kamphaeng Phet,47,12
Dengue,2015,Kamphaeng Phet,48,11
Dengue,2015,Kamphaeng Phet,49,21
Dengue,2015,Kamphaeng Phet,50,21
Dengue,2015,Kamphaeng Phet,51,8
Dengue,2015,Kamphaeng Phet,52,5
Dengue,2015,Tak,1,7
Dengue,2015,Tak,2,5
Dengue,2015,Tak,3,9
Dengue,2015,Tak,4,5
Dengue,2015,Tak,5,3
Dengue,2015,Tak,6,1
Dengue,2015,Tak,7,6
Dengue,2015,Tak,8,4
Dengue,2015,Tak,9,8
Dengue,2015,Tak,10,8
Dengue,2015,Tak,11,3
Dengue,2015,Tak,12,6
Dengue,2015,Tak,13,6
Dengue,2015,Tak,14,7
Dengue,2015,Tak,15,10
Dengue,2015,Tak,16,9
Dengue,2015,Tak,17,20
Dengue,2015,Tak,18,36
Dengue,2015,Tak,19,29
Dengue,2015,Tak,20,60
Dengue,2015,Tak,21,39
Dengue,2015,Tak,22,78
Dengue,2015,Tak,23,91
Dengue,2015,Tak,24,90
Dengue,2015,Tak,25,106
Dengue,2015,Tak,26,85
Dengue,2015,Tak,27,114
Dengue,2015,Tak,28,114
Dengue,2015,Tak,29,126
Dengue,2015,Tak,30,41
Dengue,2015,Tak,31,37
Dengue,2015,Tak,32,95
Dengue,2015,Tak,33,89
Dengue,2015,Tak,34,80
Dengue,2015,Tak,35,79
Dengue,2015,Tak,36,49
Dengue,2015,Tak,37,52
Dengue,2015,Tak,38,61
Dengue,2015,Tak,39,52
Dengue,2015,Tak,40,34
Dengue,2015,Tak,41,37
Dengue,2015,Tak,42,38
Dengue,2015,Tak,43,44
Dengue,2015,Tak,44,39
Dengue,2015,Tak,45,51
Dengue,2015,Tak,46,36
Dengue,2015,Tak,47,46
Dengue,2015,Tak,48,35
Dengue,2015,Tak,49,38
Dengue,2015,Tak,50,22
Dengue,2015,Tak,51,16
Dengue,2015,Tak,52,11
Dengue,2015,Sukhothai,1,0
Dengue,2015,Sukhothai,2,0
Dengue,2015,Sukhothai,3,0
Dengue,2015,Sukhothai,4,0
Dengue,2015,Sukhothai,5,2
Dengue,2015,Sukhothai,6,2
Dengue,2015,Sukhothai,7,4
Dengue,2015,Sukhothai,8,6
Dengue,2015,Sukhothai,9,9
Dengue,2015,Sukhothai,10,23
Dengue,2015,Sukhothai,11,12
Dengue,2015,Sukhothai,12,10
Dengue,2015,Sukhothai,13,13
Dengue,2015,Sukhothai,14,16
Dengue,2015,Sukhothai,15,14
Dengue,2015,Sukhothai,16,12
Dengue,2015,Sukhothai,17,9
Dengue,2015,Sukhothai,18,9
Dengue,2015,Sukhothai,19,15
Dengue,2015,Sukhothai,20,18
Dengue,2015,Sukhothai,21,18
