Disease,Year,PROVINCE,Week_no,Count
Dengue,2016,Phang Nga,45,2
Dengue,2016,Phang Nga,46,3
Dengue,2016,Phang Nga,47,2
Dengue,2016,Phang Nga,48,0
Dengue,2016,Phang Nga,49,0
Dengue,2016,Phang Nga,50,1
Dengue,2016,Phang Nga,51,0
Dengue,2016,Phang Nga,52,1
Dengue,2016,Phuket,1,9
Dengue,2016,Phuket,2,16
Dengue,2016,Phuket,3,7
Dengue,2016,Phuket,4,10
Dengue,2016,Phuket,5,15
Dengue,2016,Phuket,6,12
Dengue,2016,Phuket,7,8
Dengue,2016,Phuket,8,9
Dengue,2016,Phuket,9,15
Dengue,2016,Phuket,10,11
Dengue,2016,Phuket,11,9
Dengue,2016,Phuket,12,8
Dengue,2016,Phuket,13,4
Dengue,2016,Phuket,14,11
Dengue,2016,Phuket,15,2
Dengue,2016,Phuket,16,6
Dengue,2016,Phuket,17,7
Dengue,2016,Phuket,18,4
Dengue,2016,Phuket,19,8
Dengue,2016,Phuket,20,8
Dengue,2016,Phuket,21,8
Dengue,2016,Phuket,22,2
Dengue,2016,Phuket,23,6
Dengue,2016,Phuket,24,7
Dengue,2016,Phuket,25,7
Dengue,2016,Phuket,26,7
Dengue,2016,Phuket,27,9
Dengue,2016,Phuket,28,9
Dengue,2016,Phuket,29,5
Dengue,2016,Phuket,30,8
Dengue,2016,Phuket,31,14
Dengue,2016,Phuket,32,9
Dengue,2016,Phuket,33,21
Dengue,2016,Phuket,34,12
Dengue,2016,Phuket,35,7
Dengue,2016,Phuket,36,4
Dengue,2016,Phuket,37,6
Dengue,2016,Phuket,38,13
Dengue,2016,Phuket,39,8
Dengue,2016,Phuket,40,14
Dengue,2016,Phuket,41,7
Dengue,2016,Phuket,42,11
Dengue,2016,Phuket,43,11
Dengue,2016,Phuket,44,12
Dengue,2016,Phuket,45,12
Dengue,2016,Phuket,46,8
Dengue,2016,Phuket,47,14
Dengue,2016,Phuket,48,10
Dengue,2016,Phuket,49,9
Dengue,2016,Phuket,50,11
Dengue,2016,Phuket,51,10
Dengue,2016,Phuket,52,9
Dengue,2016,Surat Thani,1,8
Dengue,2016,Surat Thani,2,15
Dengue,2016,Surat Thani,3,10
Dengue,2016,Surat Thani,4,5
Dengue,2016,Surat Thani,5,11
Dengue,2016,Surat Thani,6,9
Dengue,2016,Surat Thani,7,8
Dengue,2016,Surat Thani,8,4
Dengue,2016,Surat Thani,9,10
Dengue,2016,Surat Thani,10,3
Dengue,2016,Surat Thani,11,6
Dengue,2016,Surat Thani,12,8
Dengue,2016,Surat Thani,13,2
Dengue,2016,Surat Thani,14,4
Dengue,2016,Surat Thani,15,2
Dengue,2016,Surat Thani,16,1
Dengue,2016,Surat Thani,17,4
Dengue,2016,Surat Thani,18,3
Dengue,2016,Surat Thani,19,5
Dengue,2016,Surat Thani,20,2
Dengue,2016,Surat Thani,21,0
Dengue,2016,Surat Thani,22,3
Dengue,2016,Surat Thani,23,2
Dengue,2016,Surat Thani,24,5
Dengue,2016,Surat Thani,25,4
Dengue,2016,Surat Thani,26,5
Dengue,2016,Surat Thani,27,7
Dengue,2016,Surat Thani,28,11
Dengue,2016,Surat Thani,29,12
Dengue,2016,Surat Thani,30,9
Dengue,2016,Surat Thani,31,9
Dengue,2016,Surat Thani,32,19
Dengue,2016,Surat Thani,33,17
Dengue,2016,Surat Thani,34,8
Dengue,2016,Surat Thani,35,17
Dengue,2016,Surat Thani,36,31
Dengue,2016,Surat Thani,37,16
Dengue,2016,Surat Thani,38,27
Dengue,2016,Surat Thani,39,14
Dengue,2016,Surat Thani,40,19
Dengue,2016,Surat Thani,41,13
Dengue,2016,Surat Thani,42,18
Dengue,2016,Surat Thani,43,15
Dengue,2016,Surat Thani,44,11
Dengue,2016,Surat Thani,45,16
Dengue,2016,Surat Thani,46,19
Dengue,2016,Surat Thani,47,9
Dengue,2016,Surat Thani,48,18
Dengue,2016,Surat Thani,49,19
Dengue,2016,Surat Thani,50,13
Dengue,2016,Surat Thani,51,15
Dengue,2016,Surat Thani,52,31
Dengue,2016,Ranong,1,7
Dengue,2016,Ranong,2,2
Dengue,2016,Ranong,3,1
Dengue,2016,Ranong,4,3
Dengue,2016,Ranong,5,3
Dengue,2016,Ranong,6,3
Dengue,2016,Ranong,7,2
Dengue,2016,Ranong,8,3
Dengue,2016,Ranong,9,1
Dengue,2016,Ranong,10,2
Dengue,2016,Ranong,11,2
Dengue,2016,Ranong,12,0
Dengue,2016,Ranong,13,0
Dengue,2016,Ranong,14,2
Dengue,2016,Ranong,15,0
Dengue,2016,Ranong,16,2
Dengue,2016,Ranong,17,2
Dengue,2016,Ranong,18,1
Dengue,2016,Ranong,19,1
Dengue,2016,Ranong,20,2
Dengue,2016,Ranong,21,1
Dengue,2016,Ranong,22,4
Dengue,2016,Ranong,23,0
Dengue,2016,Ranong,24,3
Dengue,2016,Ranong,25,5
Dengue,2016,Ranong,26,4
Dengue,2016,Ranong,27,2
Dengue,2016,Ranong,28,3
Dengue,2016,Ranong,29,7
Dengue,2016,Ranong,30,4
Dengue,2016,Ranong,31,5
Dengue,2016,Ranong,32,5
Dengue,2016,Ranong,33,4
Dengue,2016,Ranong,34,4
Dengue,2016,Ranong,35,0
Dengue,2016,Ranong,36,2
Dengue,2016,Ranong,37,4
Dengue,2016,Ranong,38,2
Dengue,2016,Ranong,39,2
Dengue,2016,Ranong,40,0
Dengue,2016,Ranong,41,4
Dengue,2016,Ranong,42,3
Dengue,2016,Ranong,43,2
Dengue,2016,Ranong,44,1
Dengue,2016,Ranong,45,3
Dengue,2016,Ranong,46,4
Dengue,2016,Ranong,47,3
Dengue,2016,Ranong,48,3
Dengue,2016,Ranong,49,1
Dengue,2016,Ranong,50,4
Dengue,2016,Ranong,51,1
Dengue,2016,Ranong,52,0
Dengue,2016,Chumphon,1,3
Dengue,2016,Chumphon,2,8
Dengue,2016,Chumphon,3,3
Dengue,2016,Chumphon,4,12
Dengue,2016,Chumphon,5,13
Dengue,2016,Chumphon,6,5
Dengue,2016,Chumphon,7,2
Dengue,2016,Chumphon,8,1
Dengue,2016,Chumphon,9,2
Dengue,2016,Chumphon,10,0
Dengue,2016,Chumphon,11,2
Dengue,2016,Chumphon,12,0
Dengue,2016,Chumphon,13,1
Dengue,2016,Chumphon,14,2
Dengue,2016,Chumphon,15,0
Dengue,2016,Chumphon,16,4
Dengue,2016,Chumphon,17,0
Dengue,2016,Chumphon,18,1
Dengue,2016,Chumphon,19,3
Dengue,2016,Chumphon,20,0
Dengue,2016,Chumphon,21,3
Dengue,2016,Chumphon,22,1
Dengue,2016,Chumphon,23,2
Dengue,2016,Chumphon,24,7
Dengue,2016,Chumphon,25,3
Dengue,2016,Chumphon,26,8
Dengue,2016,Chumphon,27,4
Dengue,2016,Chumphon,28,6
Dengue,2016,Chumphon,29,11
Dengue,2016,Chumphon,30,2
Dengue,2016,Chumphon,31,12
Dengue,2016,Chumphon,32,13
Dengue,2016,Chumphon,33,8
Dengue,2016,Chumphon,34,9
Dengue,2016,Chumphon,35,14
Dengue,2016,Chumphon,36,8
Dengue,2016,Chumphon,37,6
Dengue,2016,Chumphon,38,8
Dengue,2016,Chumphon,39,5
Dengue,2016,Chumphon,40,4
Dengue,2016,Chumphon,41,10
Dengue,2016,Chumphon,42,10
Dengue,2016,Chumphon,43,6
Dengue,2016,Chumphon,44,2
Dengue,2016,Chumphon,45,2
Dengue,2016,Chumphon,46,4
Dengue,2016,Chumphon,47,7
Dengue,2016,Chumphon,48,4
Dengue,2016,Chumphon,49,2
Dengue,2016,Chumphon,50,3
Dengue,2016,Chumphon,51,0
Dengue,2016,Chumphon,52,1
Dengue,2016,Songkhla,1,61
Dengue,2016,Songkhla,2,47
Dengue,2016,Songkhla,3,44
Dengue,2016,Songkhla,4,42
Dengue,2016,Songkhla,5,37
Dengue,2016,Songkhla,6,38
Dengue,2016,Songkhla,7,35
Dengue,2016,Songkhla,8,38
Dengue,2016,Songkhla,9,22
Dengue,2016,Songkhla,10,25
Dengue,2016,Songkhla,11,32
Dengue,2016,Songkhla,12,21
Dengue,2016,Songkhla,13,25
Dengue,2016,Songkhla,14,19
Dengue,2016,Songkhla,15,15
Dengue,2016,Songkhla,16,8
Dengue,2016,Songkhla,17,16
Dengue,2016,Songkhla,18,16
Dengue,2016,Songkhla,19,10
Dengue,2016,Songkhla,20,10
Dengue,2016,Songkhla,21,11
Dengue,2016,Songkhla,22,18
Dengue,2016,Songkhla,23,17
Dengue,2016,Songkhla,24,27
Dengue,2016,Songkhla,25,39
Dengue,2016,Songkhla,26,36
Dengue,2016,Songkhla,27,43
Dengue,2016,Songkhla,28,60
Dengue,2016,Songkhla,29,64
Dengue,2016,Songkhla,30,98
Dengue,2016,Songkhla,31,108
Dengue,2016,Songkhla,32,103
Dengue,2016,Songkhla,33,142
Dengue,2016,Songkhla,34,158
Dengue,2016,Songkhla,35,186
Dengue,2016,Songkhla,36,203
Dengue,2016,Songkhla,37,195
Dengue,2016,Songkhla,38,225
Dengue,2016,Songkhla,39,210
Dengue,2016,Songkhla,40,237
Dengue,2016,Songkhla,41,190
Dengue,2016,Songkhla,42,217
Dengue,2016,Songkhla,43,231
Dengue,2016,Songkhla,44,248
Dengue,2016,Songkhla,45,189
Dengue,2016,Songkhla,46,243
Dengue,2016,Songkhla,47,211
Dengue,2016,Songkhla,48,278
Dengue,2016,Songkhla,49,242
Dengue,2016,Songkhla,50,296
Dengue,2016,Songkhla,51,215
Dengue,2016,Songkhla,52,197
Dengue,2016,Satun,1,5
Dengue,2016,Satun,2,8
Dengue,2016,Satun,3,3
Dengue,2016,Satun,4,4
Dengue,2016,Satun,5,9
Dengue,2016,Satun,6,8
Dengue,2016,Satun,7,5
Dengue,2016,Satun,8,5
Dengue,2016,Satun,9,6
Dengue,2016,Satun,10,2
Dengue,2016,Satun,11,4
Dengue,2016,Satun,12,3
Dengue,2016,Satun,13,3
Dengue,2016,Satun,14,2
Dengue,2016,Satun,15,1
Dengue,2016,Satun,16,1
Dengue,2016,Satun,17,5
Dengue,2016,Satun,18,0
Dengue,2016,Satun,19,3
Dengue,2016,Satun,20,3
Dengue,2016,Satun,21,2
Dengue,2016,Satun,22,5
Dengue,2016,Satun,23,10
Dengue,2016,Satun,24,12
Dengue,2016,Satun,25,16
Dengue,2016,Satun,26,20
Dengue,2016,Satun,27,7
Dengue,2016,Satun,28,11
Dengue,2016,Satun,29,12
Dengue,2016,Satun,30,15
Dengue,2016,Satun,31,18
Dengue,2016,Satun,32,18
Dengue,2016,Satun,33,12
Dengue,2016,Satun,34,8
Dengue,2016,Satun,35,18
Dengue,2016,Satun,36,8
Dengue,2016,Satun,37,11
Dengue,2016,Satun,38,3
Dengue,2016,Satun,39,4
Dengue,2016,Satun,40,9
Dengue,2016,Satun,41,8
Dengue,2016,Satun,42,3
Dengue,2016,Satun,43,7
Dengue,2016,Satun,44,6
Dengue,2016,Satun,45,3
Dengue,2016,Satun,46,5
Dengue,2016,Satun,47,3
Dengue,2016,Satun,48,6
Dengue,2016,Satun,49,2
Dengue,2016,Satun,50,3
Dengue,2016,Satun,51,2
Dengue,2016,Satun,52,0
Dengue,2016,Trang,1,6
Dengue,2016,Trang,2,10
Dengue,2016,Trang,3,6
Dengue,2016,Trang,4,10
Dengue,2016,Trang,5,9
Dengue,2016,Trang,6,5
Dengue,2016,Trang,7,6
Dengue,2016,Trang,8,8
Dengue,2016,Trang,9,7
Dengue,2016,Trang,10,6
Dengue,2016,Trang,11,6
Dengue,2016,Trang,12,6
Dengue,2016,Trang,13,10
Dengue,2016,Trang,14,8
Dengue,2016,Trang,15,4
Dengue,2016,Trang,16,4
Dengue,2016,Trang,17,3
Dengue,2016,Trang,18,5
Dengue,2016,Trang,19,2
Dengue,2016,Trang,20,9
Dengue,2016,Trang,21,10
Dengue,2016,Trang,22,6
Dengue,2016,Trang,23,8
Dengue,2016,Trang,24,12
Dengue,2016,Trang,25,19
Dengue,2016,Trang,26,21
Dengue,2016,Trang,27,29
Dengue,2016,Trang,28,36
Dengue,2016,Trang,29,45
Dengue,2016,Trang,30,33
Dengue,2016,Trang,31,39
Dengue,2016,Trang,32,32
Dengue,2016,Trang,33,49
Dengue,2016,Trang,34,61
Dengue,2016,Trang,35,29
Dengue,2016,Trang,36,22
Dengue,2016,Trang,37,21
Dengue,2016,Trang,38,19
Dengue,2016,Trang,39,11
Dengue,2016,Trang,40,10
Dengue,2016,Trang,41,15
Dengue,2016,Trang,42,9
Dengue,2016,Trang,43,16
Dengue,2016,Trang,44,16
Dengue,2016,Trang,45,9
Dengue,2016,Trang,46,18
Dengue,2016,Trang,47,12
Dengue,2016,Trang,48,16
Dengue,2016,Trang,49,3
Dengue,2016,Trang,50,11
Dengue,2016,Trang,51,7
Dengue,2016,Trang,52,2
Dengue,2016,Phatthalung,1,8
Dengue,2016,Phatthalung,2,7
Dengue,2016,Phatthalung,3,12
Dengue,2016,Phatthalung,4,11
Dengue,2016,Phatthalung,5,9
Dengue,2016,Phatthalung,6,5
Dengue,2016,Phatthalung,7,8
Dengue,2016,Phatthalung,8,8
Dengue,2016,Phatthalung,9,7
Dengue,2016,Phatthalung,10,4
Dengue,2016,Phatthalung,11,4
Dengue,2016,Phatthalung,12,6
Dengue,2016,Phatthalung,13,7
Dengue,2016,Phatthalung,14,3
Dengue,2016,Phatthalung,15,2
Dengue,2016,Phatthalung,16,7
Dengue,2016,Phatthalung,17,6
Dengue,2016,Phatthalung,18,1
Dengue,2016,Phatthalung,19,5
Dengue,2016,Phatthalung,20,1
Dengue,2016,Phatthalung,21,4
Dengue,2016,Phatthalung,22,3
Dengue,2016,Phatthalung,23,2
Dengue,2016,Phatthalung,24,5
Dengue,2016,Phatthalung,25,5
Dengue,2016,Phatthalung,26,11
Dengue,2016,Phatthalung,27,13
Dengue,2016,Phatthalung,28,29
Dengue,2016,Phatthalung,29,26
Dengue,2016,Phatthalung,30,41
Dengue,2016,Phatthalung,31,36
Dengue,2016,Phatthalung,32,44
Dengue,2016,Phatthalung,33,68
Dengue,2016,Phatthalung,34,69
Dengue,2016,Phatthalung,35,71
Dengue,2016,Phatthalung,36,61
Dengue,2016,Phatthalung,37,68
Dengue,2016,Phatthalung,38,53
Dengue,2016,Phatthalung,39,57
Dengue,2016,Phatthalung,40,64
Dengue,2016,Phatthalung,41,50
Dengue,2016,Phatthalung,42,49
Dengue,2016,Phatthalung,43,46
Dengue,2016,Phatthalung,44,50
Dengue,2016,Phatthalung,45,45
Dengue,2016,Phatthalung,46,63
Dengue,2016,Phatthalung,47,76
Dengue,2016,Phatthalung,48,61
Dengue,2016,Phatthalung,49,45
Dengue,2016,Phatthalung,50,57
Dengue,2016,Phatthalung,51,40
Dengue,2016,Phatthalung,52,35
Dengue,2016,Pattani,1,18
Dengue,2016,Pattani,2,25
Dengue,2016,Pattani,3,14
Dengue,2016,Pattani,4,13
Dengue,2016,Pattani,5,13
Dengue,2016,Pattani,6,19
Dengue,2016,Pattani,7,4
Dengue,2016,Pattani,8,9
Dengue,2016,Pattani,9,13
Dengue,2016,Pattani,10,11
Dengue,2016,Pattani,11,10
Dengue,2016,Pattani,12,4
Dengue,2016,Pattani,13,5
Dengue,2016,Pattani,14,8
Dengue,2016,Pattani,15,9
Dengue,2016,Pattani,16,11
Dengue,2016,Pattani,17,8
Dengue,2016,Pattani,18,5
Dengue,2016,Pattani,19,6
Dengue,2016,Pattani,20,5
Dengue,2016,Pattani,21,11
Dengue,2016,Pattani,22,9
Dengue,2016,Pattani,23,6
Dengue,2016,Pattani,24,10
Dengue,2016,Pattani,25,18
Dengue,2016,Pattani,26,12
Dengue,2016,Pattani,27,12
Dengue,2016,Pattani,28,28
Dengue,2016,Pattani,29,15
Dengue,2016,Pattani,30,29
Dengue,2016,Pattani,31,45
Dengue,2016,Pattani,32,58
Dengue,2016,Pattani,33,52
Dengue,2016,Pattani,34,68
Dengue,2016,Pattani,35,54
Dengue,2016,Pattani,36,46
Dengue,2016,Pattani,37,59
Dengue,2016,Pattani,38,72
Dengue,2016,Pattani,39,77
Dengue,2016,Pattani,40,75
Dengue,2016,Pattani,41,124
Dengue,2016,Pattani,42,116
Dengue,2016,Pattani,43,128
Dengue,2016,Pattani,44,148
Dengue,2016,Pattani,45,117
Dengue,2016,Pattani,46,140
Dengue,2016,Pattani,47,121
Dengue,2016,Pattani,48,130
Dengue,2016,Pattani,49,114
Dengue,2016,Pattani,50,110
Dengue,2016,Pattani,51,85
Dengue,2016,Pattani,52,51
Dengue,2016,Yala,1,4
Dengue,2016,Yala,2,3
Dengue,2016,Yala,3,8
Dengue,2016,Yala,4,7
Dengue,2016,Yala,5,7
Dengue,2016,Yala,6,6
Dengue,2016,Yala,7,3
Dengue,2016,Yala,8,5
Dengue,2016,Yala,9,2
Dengue,2016,Yala,10,4
Dengue,2016,Yala,11,1
Dengue,2016,Yala,12,4
Dengue,2016,Yala,13,4
Dengue,2016,Yala,14,2
Dengue,2016,Yala,15,5
Dengue,2016,Yala,16,2
Dengue,2016,Yala,17,2
Dengue,2016,Yala,18,4
Dengue,2016,Yala,19,2
Dengue,2016,Yala,20,6
Dengue,2016,Yala,21,3
Dengue,2016,Yala,22,2
Dengue,2016,Yala,23,3
Dengue,2016,Yala,24,2
Dengue,2016,Yala,25,6
Dengue,2016,Yala,26,6
Dengue,2016,Yala,27,12
Dengue,2016,Yala,28,15
Dengue,2016,Yala,29,9
Dengue,2016,Yala,30,12
Dengue,2016,Yala,31,24
Dengue,2016,Yala,32,19
Dengue,2016,Yala,33,19
Dengue,2016,Yala,34,31
Dengue,2016,Yala,35,33
Dengue,2016,Yala,36,32
Dengue,2016,Yala,37,36
Dengue,2016,Yala,38,33
Dengue,2016,Yala,39,25
Dengue,2016,Yala,40,34
Dengue,2016,Yala,41,30
Dengue,2016,Yala,42,35
Dengue,2016,Yala,43,45
Dengue,2016,Yala,44,34
Dengue,2016,Yala,45,23
Dengue,2016,Yala,46,37
Dengue,2016,Yala,47,32
Dengue,2016,Yala,48,25
Dengue,2016,Yala,49,44
Dengue,2016,Yala,50,64
Dengue,2016,Yala,51,25
Dengue,2016,Yala,52,15
Dengue,2016,Narathiwat,1,25
Dengue,2016,Narathiwat,2,20
Dengue,2016,Narathiwat,3,26
Dengue,2016,Narathiwat,4,22
Dengue,2016,Narathiwat,5,6
Dengue,2016,Narathiwat,6,20
Dengue,2016,Narathiwat,7,12
Dengue,2016,Narathiwat,8,14
Dengue,2016,Narathiwat,9,16
Dengue,2016,Narathiwat,10,12
Dengue,2016,Narathiwat,11,12
Dengue,2016,Narathiwat,12,13
Dengue,2016,Narathiwat,13,10
Dengue,2016,Narathiwat,14,9
Dengue,2016,Narathiwat,15,6
Dengue,2016,Narathiwat,16,9
Dengue,2016,Narathiwat,17,6
Dengue,2016,Narathiwat,18,6
Dengue,2016,Narathiwat,19,6
Dengue,2016,Narathiwat,20,6
Dengue,2016,Narathiwat,21,4
Dengue,2016,Narathiwat,22,3
Dengue,2016,Narathiwat,23,7
Dengue,2016,Narathiwat,24,10
Dengue,2016,Narathiwat,25,16
Dengue,2016,Narathiwat,26,14
Dengue,2016,Narathiwat,27,24
Dengue,2016,Narathiwat,28,25
Dengue,2016,Narathiwat,29,32
Dengue,2016,Narathiwat,30,32
Dengue,2016,Narathiwat,31,46
Dengue,2016,Narathiwat,32,40
Dengue,2016,Narathiwat,33,48
Dengue,2016,Narathiwat,34,46
Dengue,2016,Narathiwat,35,55
Dengue,2016,Narathiwat,36,44
Dengue,2016,Narathiwat,37,40
Dengue,2016,Narathiwat,38,48
Dengue,2016,Narathiwat,39,48
Dengue,2016,Narathiwat,40,64
Dengue,2016,Narathiwat,41,60
Dengue,2016,Narathiwat,42,87
Dengue,2016,Narathiwat,43,72
Dengue,2016,Narathiwat,44,82
Dengue,2016,Narathiwat,45,68
Dengue,2016,Narathiwat,46,84
Dengue,2016,Narathiwat,47,85
Dengue,2016,Narathiwat,48,61
Dengue,2016,Narathiwat,49,75
Dengue,2016,Narathiwat,50,84
Dengue,2016,Narathiwat,51,65
Dengue,2016,Narathiwat,52,52
Dengue,2017,Bangkok,1,134
Dengue,2017,Bangkok,2,80
Dengue,2017,Bangkok,3,81
Dengue,2017,Bangkok,4,69
Dengue,2017,Bangkok,5,76
Dengue,2017,Bangkok,6,69
Dengue,2017,Bangkok,7,59
Dengue,2017,Bangkok,8,51
Dengue,2017,Bangkok,9,50
Dengue,2017,Bangkok,10,50
Dengue,2017,Bangkok,11,48
Dengue,2017,Bangkok,12,55
Dengue,2017,Bangkok,13,37
Dengue,2017,Bangkok,14,41
Dengue,2017,Bangkok,15,33
Dengue,2017,Bangkok,16,74
Dengue,2017,Bangkok,17,57
Dengue,2017,Bangkok,18,52
Dengue,2017,Bangkok,19,44
Dengue,2017,Bangkok,20,59
Dengue,2017,Bangkok,21,73
Dengue,2017,Bangkok,22,95
Dengue,2017,Bangkok,23,110
Dengue,2017,Bangkok,24,135
Dengue,2017,Bangkok,25,200
Dengue,2017,Bangkok,26,201
Dengue,2017,Bangkok,27,228
Dengue,2017,Bangkok,28,263
Dengue,2017,Bangkok,29,322
Dengue,2017,Bangkok,30,305
Dengue,2017,Bangkok,31,372
Dengue,2017,Bangkok,32,354
Dengue,2017,Bangkok,33,318
Dengue,2017,Bangkok,34,308
Dengue,2017,Bangkok,35,288
Dengue,2017,Bangkok,36,226
Dengue,2017,Bangkok,37,310
Dengue,2017,Bangkok,38,267
Dengue,2017,Bangkok,39,227
Dengue,2017,Bangkok,40,271
Dengue,2017,Bangkok,41,219
Dengue,2017,Bangkok,42,265
Dengue,2017,Bangkok,43,250
Dengue,2017,Bangkok,44,322
Dengue,2017,Bangkok,45,344
Dengue,2017,Bangkok,46,325
Dengue,2017,Bangkok,47,308
Dengue,2017,Bangkok,48,277
Dengue,2017,Bangkok,49,279
Dengue,2017,Bangkok,50,281
Dengue,2017,Bangkok,51,197
Dengue,2017,Bangkok,52,180
Dengue,2017,Bangkok,53,22
Dengue,2017,Samut Prakan,1,12
Dengue,2017,Samut Prakan,2,11
Dengue,2017,Samut Prakan,3,5
Dengue,2017,Samut Prakan,4,20
Dengue,2017,Samut Prakan,5,4
Dengue,2017,Samut Prakan,6,8
Dengue,2017,Samut Prakan,7,8
Dengue,2017,Samut Prakan,8,10
Dengue,2017,Samut Prakan,9,4
Dengue,2017,Samut Prakan,10,9
Dengue,2017,Samut Prakan,11,14
Dengue,2017,Samut Prakan,12,14
Dengue,2017,Samut Prakan,13,9
Dengue,2017,Samut Prakan,14,7
Dengue,2017,Samut Prakan,15,5
Dengue,2017,Samut Prakan,16,6
Dengue,2017,Samut Prakan,17,10
Dengue,2017,Samut Prakan,18,9
Dengue,2017,Samut Prakan,19,9
Dengue,2017,Samut Prakan,20,6
Dengue,2017,Samut Prakan,21,7
Dengue,2017,Samut Prakan,22,2
Dengue,2017,Samut Prakan,23,15
Dengue,2017,Samut Prakan,24,18
Dengue,2017,Samut Prakan,25,17
Dengue,2017,Samut Prakan,26,21
Dengue,2017,Samut Prakan,27,29
Dengue,2017,Samut Prakan,28,32
Dengue,2017,Samut Prakan,29,34
Dengue,2017,Samut Prakan,30,29
Dengue,2017,Samut Prakan,31,29
Dengue,2017,Samut Prakan,32,29
Dengue,2017,Samut Prakan,33,29
Dengue,2017,Samut Prakan,34,34
Dengue,2017,Samut Prakan,35,26
Dengue,2017,Samut Prakan,36,15
Dengue,2017,Samut Prakan,37,18
Dengue,2017,Samut Prakan,38,22
Dengue,2017,Samut Prakan,39,24
Dengue,2017,Samut Prakan,40,18
Dengue,2017,Samut Prakan,41,18
Dengue,2017,Samut Prakan,42,17
Dengue,2017,Samut Prakan,43,18
Dengue,2017,Samut Prakan,44,18
Dengue,2017,Samut Prakan,45,25
Dengue,2017,Samut Prakan,46,17
Dengue,2017,Samut Prakan,47,24
Dengue,2017,Samut Prakan,48,18
Dengue,2017,Samut Prakan,49,24
Dengue,2017,Samut Prakan,50,22
Dengue,2017,Samut Prakan,51,9
Dengue,2017,Samut Prakan,52,13
Dengue,2017,Samut Prakan,53,0
Dengue,2017,Nonthaburi,1,15
Dengue,2017,Nonthaburi,2,11
Dengue,2017,Nonthaburi,3,10
Dengue,2017,Nonthaburi,4,2
Dengue,2017,Nonthaburi,5,3
Dengue,2017,Nonthaburi,6,7
Dengue,2017,Nonthaburi,7,9
Dengue,2017,Nonthaburi,8,9
Dengue,2017,Nonthaburi,9,4
Dengue,2017,Nonthaburi,10,3
Dengue,2017,Nonthaburi,11,4
Dengue,2017,Nonthaburi,12,5
Dengue,2017,Nonthaburi,13,1
Dengue,2017,Nonthaburi,14,3
Dengue,2017,Nonthaburi,15,0
Dengue,2017,Nonthaburi,16,4
Dengue,2017,Nonthaburi,17,6
Dengue,2017,Nonthaburi,18,10
Dengue,2017,Nonthaburi,19,12
Dengue,2017,Nonthaburi,20,8
Dengue,2017,Nonthaburi,21,10
Dengue,2017,Nonthaburi,22,7
Dengue,2017,Nonthaburi,23,14
Dengue,2017,Nonthaburi,24,16
Dengue,2017,Nonthaburi,25,33
Dengue,2017,Nonthaburi,26,29
Dengue,2017,Nonthaburi,27,19
Dengue,2017,Nonthaburi,28,25
Dengue,2017,Nonthaburi,29,23
Dengue,2017,Nonthaburi,30,22
Dengue,2017,Nonthaburi,31,37
Dengue,2017,Nonthaburi,32,36
Dengue,2017,Nonthaburi,33,33
Dengue,2017,Nonthaburi,34,36
Dengue,2017,Nonthaburi,35,29
Dengue,2017,Nonthaburi,36,38
Dengue,2017,Nonthaburi,37,38
Dengue,2017,Nonthaburi,38,31
Dengue,2017,Nonthaburi,39,24
Dengue,2017,Nonthaburi,40,27
Dengue,2017,Nonthaburi,41,35
Dengue,2017,Nonthaburi,42,29
Dengue,2017,Nonthaburi,43,28
Dengue,2017,Nonthaburi,44,31
Dengue,2017,Nonthaburi,45,47
Dengue,2017,Nonthaburi,46,32
Dengue,2017,Nonthaburi,47,49
Dengue,2017,Nonthaburi,48,23
Dengue,2017,Nonthaburi,49,35
Dengue,2017,Nonthaburi,50,43
Dengue,2017,Nonthaburi,51,21
Dengue,2017,Nonthaburi,52,25
Dengue,2017,Nonthaburi,53,4
Dengue,2017,Pathum Thani,1,7
Dengue,2017,Pathum Thani,2,3
Dengue,2017,Pathum Thani,3,2
Dengue,2017,Pathum Thani,4,6
Dengue,2017,Pathum Thani,5,4
Dengue,2017,Pathum Thani,6,9
Dengue,2017,Pathum Thani,7,5
Dengue,2017,Pathum Thani,8,2
Dengue,2017,Pathum Thani,9,2
Dengue,2017,Pathum Thani,10,7
Dengue,2017,Pathum Thani,11,7
Dengue,2017,Pathum Thani,12,5
Dengue,2017,Pathum Thani,13,3
Dengue,2017,Pathum Thani,14,4
Dengue,2017,Pathum Thani,15,4
Dengue,2017,Pathum Thani,16,5
Dengue,2017,Pathum Thani,17,8
Dengue,2017,Pathum Thani,18,5
Dengue,2017,Pathum Thani,19,7
Dengue,2017,Pathum Thani,20,4
Dengue,2017,Pathum Thani,21,9
Dengue,2017,Pathum Thani,22,4
Dengue,2017,Pathum Thani,23,7
Dengue,2017,Pathum Thani,24,12
Dengue,2017,Pathum Thani,25,10
Dengue,2017,Pathum Thani,26,8
Dengue,2017,Pathum Thani,27,12
Dengue,2017,Pathum Thani,28,11
Dengue,2017,Pathum Thani,29,8
Dengue,2017,Pathum Thani,30,10
Dengue,2017,Pathum Thani,31,15
Dengue,2017,Pathum Thani,32,13
Dengue,2017,Pathum Thani,33,5
Dengue,2017,Pathum Thani,34,2
Dengue,2017,Pathum Thani,35,9
Dengue,2017,Pathum Thani,36,16
Dengue,2017,Pathum Thani,37,6
Dengue,2017,Pathum Thani,38,8
